video,track_id,n_frames,first_frame,last_frame,path_len_px,net_disp_px,straightness,net_turn_deg,total_turn_deg,median_speed_px_per_frame,median_speed_px_per_s,mean_kappa,median_kappa,p90_kappa,max_kappa,min_radius_px,median_abs_omega_rad_s,p90_abs_omega_rad_s,max_abs_omega_rad_s,curvature_class,turn_class
MVI_40241,253,61,1721,1781,669.97,668.49,0.9978,21.44,38.35,7.3,182.5,0.002456,0.000878,0.007332,0.015273,65.47,0.24297,0.62267,1.03322,curved,gentle
MVI_40241,254,71,1736,1806,667.05,666.52,0.9992,16.23,39.0,7.398,184.95,0.002597,0.000889,0.008915,0.015809,63.26,0.21273,0.80577,1.13023,straight,gentle
MVI_40241,255,86,1741,1826,417.72,415.18,0.9939,8.54,73.11,3.598,89.94,0.007872,0.003074,0.02367,0.037074,26.97,0.22968,1.37158,2.40151,straight,straight
MVI_40241,256,66,1746,1811,430.96,430.48,0.9989,6.01,30.34,4.303,107.57,0.003565,0.001693,0.009492,0.016321,61.27,0.25626,0.56086,0.79202,straight,straight
MVI_40241,257,61,1746,1806,549.35,548.76,0.9989,13.99,31.96,8.097,202.43,0.001847,0.00103,0.005176,0.00876,114.16,0.24497,0.57478,0.7727,straight,gentle
MVI_40241,258,71,1751,1821,588.0,585.25,0.9953,11.87,48.44,5.399,134.98,0.003429,0.001426,0.010797,0.016288,61.4,0.26205,0.74372,1.59975,straight,gentle
MVI_40241,259,76,1751,1826,539.7,538.95,0.9986,15.36,41.15,6.425,160.63,0.001942,0.001153,0.004912,0.01526,65.53,0.1896,0.58087,2.13717,straight,gentle
MVI_40241,260,76,1766,1841,627.07,626.15,0.9985,4.51,42.29,7.337,183.42,0.002006,0.00137,0.004591,0.00575,173.93,0.27561,0.50586,1.25039,straight,straight
MVI_40241,261,66,1766,1831,726.51,723.12,0.9953,23.24,37.72,7.288,182.19,0.001593,0.000909,0.004258,0.005795,172.58,0.13689,0.81729,1.16142,curved,gentle
MVI_40241,262,61,1771,1831,542.43,542.07,0.9993,5.44,15.78,8.084,202.1,0.000824,0.000489,0.001791,0.003361,297.55,0.14648,0.23434,0.49193,straight,straight
MVI_40241,263,66,1771,1836,445.06,443.86,0.9973,7.77,48.5,4.528,113.19,0.004102,0.00226,0.01268,0.015458,64.69,0.34334,0.7499,1.27386,straight,straight
MVI_40241,264,86,1776,1861,428.87,426.68,0.9949,8.61,46.99,3.59,89.74,0.004573,0.001403,0.010745,0.036799,27.17,0.14022,0.97049,1.15957,straight,straight
MVI_40241,265,66,1791,1856,529.47,528.83,0.9988,20.17,32.05,7.184,179.61,0.001703,0.000802,0.005989,0.008555,116.89,0.17783,0.70057,0.84785,curved,gentle
MVI_40241,266,76,1801,1876,662.51,661.65,0.9987,12.31,30.52,7.039,175.97,0.001256,0.000839,0.002821,0.005358,186.65,0.13458,0.54288,1.14366,straight,gentle
MVI_40241,267,76,1811,1886,595.2,594.95,0.9996,0.85,15.1,6.981,174.52,0.000745,0.000653,0.001489,0.002036,491.18,0.10093,0.24991,0.32904,straight,straight
MVI_40241,268,76,1811,1886,598.07,597.06,0.9983,5.08,38.77,5.278,131.95,0.002881,0.001251,0.007649,0.017022,58.75,0.2182,0.55884,0.78914,straight,straight
MVI_40241,269,66,1826,1891,558.57,557.88,0.9988,20.88,32.68,7.618,190.44,0.001476,0.001081,0.003976,0.008483,117.89,0.20372,0.43129,1.49575,curved,gentle
MVI_40241,270,71,1826,1896,599.92,599.41,0.9992,12.06,30.87,7.349,183.71,0.001515,0.000918,0.00335,0.005526,180.98,0.20085,0.40718,0.48702,straight,gentle
MVI_40241,271,81,1836,1916,662.92,662.65,0.9996,3.04,18.88,6.348,158.69,0.001027,0.000468,0.0023,0.005074,197.08,0.09762,0.242,0.42964,straight,straight
MVI_40241,272,71,1836,1906,600.98,600.23,0.9988,4.89,38.47,7.272,181.8,0.001955,0.001208,0.005587,0.00623,160.52,0.18041,0.66463,0.75411,straight,straight
MVI_40241,273,76,1836,1911,718.3,716.23,0.9971,33.15,41.78,6.557,163.94,0.002526,0.000311,0.006987,0.023519,42.52,0.06994,0.99729,1.56204,curved,gentle
MVI_40241,274,71,1841,1911,444.47,443.05,0.9968,4.79,60.19,4.289,107.21,0.006073,0.0015,0.020346,0.036753,27.21,0.165,1.51816,2.26399,straight,straight
MVI_40241,275,71,1846,1916,576.59,574.97,0.9972,14.75,27.8,5.511,137.77,0.00089,0.000614,0.002355,0.00377,265.28,0.09175,0.46654,1.36268,straight,gentle
MVI_40241,276,81,1856,1936,755.49,753.89,0.9979,3.49,41.56,6.098,152.46,0.002311,0.001204,0.006735,0.008976,111.41,0.23263,0.57049,0.80638,straight,straight
MVI_40241,277,66,1866,1931,512.25,512.0,0.9995,5.07,18.6,7.229,180.72,0.000902,0.000818,0.001544,0.002672,374.22,0.14927,0.36154,0.5127,straight,straight
MVI_40241,278,66,1876,1941,405.7,403.86,0.9955,5.14,59.3,4.002,100.04,0.006246,0.002613,0.016955,0.026269,38.07,0.30971,1.25486,2.22201,straight,straight
MVI_40241,279,76,1886,1961,619.68,619.07,0.999,17.79,28.35,6.872,171.79,0.001421,0.000762,0.002992,0.00868,115.21,0.12129,0.50267,0.68297,straight,gentle
MVI_40241,280,76,1891,1966,696.4,692.81,0.9948,35.61,52.72,5.787,144.67,0.003129,0.001374,0.00721,0.027731,36.06,0.18199,1.13281,1.26625,curved,gentle
MVI_40241,281,81,1896,1976,465.64,463.47,0.9953,16.45,53.17,3.627,90.67,0.003571,0.002886,0.009667,0.014698,68.04,0.20966,0.59607,1.75043,straight,gentle
MVI_40241,282,81,1906,1986,681.48,680.8,0.999,11.94,33.0,6.631,165.78,0.001445,0.000872,0.003917,0.005603,178.48,0.15246,0.48793,1.11468,straight,gentle
MVI_40241,283,71,1906,1976,592.7,592.22,0.9992,9.58,36.0,7.547,188.67,0.001851,0.001022,0.005121,0.007976,125.37,0.21122,0.64379,0.74707,straight,straight
MVI_40241,284,81,1921,2001,636.01,635.64,0.9994,2.94,28.34,6.794,169.85,0.001723,0.000609,0.005997,0.008444,118.43,0.13578,0.47129,0.78814,straight,straight
MVI_40241,285,71,1931,2001,397.23,395.68,0.9961,7.89,57.35,3.686,92.15,0.006851,0.003293,0.021518,0.037633,26.57,0.21935,1.26531,1.75503,straight,straight
MVI_40241,286,71,1931,2001,559.28,557.4,0.9966,21.32,37.1,4.856,121.4,0.002083,0.001406,0.004983,0.007362,135.84,0.17974,0.47263,1.552,curved,gentle
MVI_40241,287,71,1931,2001,738.61,736.11,0.9966,26.55,46.84,6.614,165.35,0.003012,0.001189,0.009763,0.019147,52.23,0.22387,0.90819,1.13951,curved,gentle
MVI_40241,288,71,1946,2016,537.74,537.47,0.9995,8.53,21.32,7.033,175.83,0.000937,0.000811,0.001878,0.003793,263.62,0.10517,0.32364,0.83184,straight,straight
MVI_40241,289,81,1946,2026,652.87,652.21,0.999,7.3,34.08,6.201,155.03,0.001881,0.001223,0.0052,0.010666,93.76,0.1565,0.54733,0.84035,straight,straight
MVI_40241,290,81,1961,2041,637.14,636.16,0.9985,1.32,29.32,6.844,171.09,0.001144,0.000689,0.002794,0.005343,187.15,0.11257,0.50966,0.82509,straight,straight
MVI_40241,291,76,1966,2041,575.4,575.03,0.9993,14.09,29.78,6.584,164.6,0.001666,0.000978,0.004075,0.007529,132.82,0.19005,0.42581,1.07372,straight,gentle
MVI_40241,292,71,1966,2036,568.4,565.74,0.9953,18.03,46.38,4.856,121.4,0.002758,0.001632,0.007908,0.014608,68.46,0.21687,0.8792,1.10505,straight,gentle
MVI_40241,293,71,1971,2041,710.86,709.29,0.9978,23.36,35.56,6.338,158.46,0.002385,0.000787,0.005413,0.027914,35.82,0.12308,0.80328,1.22565,curved,gentle
MVI_40241,294,86,1971,2056,678.86,677.92,0.9986,21.86,42.07,6.193,154.82,0.002303,0.001087,0.006534,0.011932,83.81,0.23154,0.46268,0.82553,curved,gentle
MVI_40241,295,76,1986,2061,595.12,594.5,0.999,14.13,30.9,7.149,178.73,0.001929,0.000663,0.006441,0.012374,80.81,0.14845,0.60072,0.9885,straight,gentle
MVI_40241,296,76,2001,2076,400.34,399.48,0.9978,9.39,40.31,3.366,84.14,0.002334,0.001539,0.005947,0.010948,91.34,0.22854,0.60476,0.79474,straight,straight
MVI_40241,297,76,2001,2076,581.03,580.75,0.9995,2.39,21.59,6.708,167.69,0.001172,0.000557,0.003143,0.006331,157.95,0.12486,0.29943,0.49096,straight,straight
MVI_40241,298,71,2006,2076,582.11,581.27,0.9986,12.2,31.74,5.374,134.36,0.001642,0.00099,0.004336,0.006825,146.52,0.18397,0.48023,0.91316,straight,gentle
MVI_40241,299,71,2016,2086,541.72,541.27,0.9992,19.27,39.36,6.992,174.8,0.002192,0.000737,0.006443,0.009314,107.37,0.1594,0.73939,1.43347,straight,gentle
MVI_40241,300,76,2026,2101,640.48,639.57,0.9986,11.58,45.1,7.437,185.93,0.002022,0.00096,0.005321,0.009318,107.32,0.18346,0.71529,2.00288,straight,gentle
MVI_40241,301,66,2026,2091,698.75,697.81,0.9987,0.37,40.66,7.009,175.23,0.002929,0.000813,0.010012,0.014048,71.19,0.16347,0.77429,0.97656,straight,straight
MVI_40241,302,81,2046,2126,407.53,405.82,0.9958,4.89,49.21,3.234,80.85,0.005738,0.001824,0.01632,0.024696,40.49,0.14301,0.87048,2.15514,straight,straight
MVI_40241,303,81,2051,2131,663.28,662.75,0.9992,18.09,37.83,6.537,163.44,0.002556,0.00107,0.005794,0.018535,53.95,0.23033,0.58918,1.05862,straight,gentle
MVI_40241,304,66,2056,2121,681.34,679.64,0.9975,14.71,33.31,6.473,161.82,0.002107,0.000801,0.00633,0.010907,91.69,0.13615,0.73406,0.88238,straight,gentle
MVI_40241,305,81,2066,2146,432.48,431.17,0.997,4.62,65.45,3.458,86.46,0.006094,0.002516,0.016276,0.040881,24.46,0.25316,1.21924,2.60849,straight,straight
MVI_40241,306,66,2076,2141,624.5,624.11,0.9994,11.55,22.63,8.004,200.11,0.001028,0.000661,0.002577,0.003581,279.24,0.14527,0.38929,0.81278,straight,gentle
MVI_40241,307,71,2081,2151,598.16,597.85,0.9995,14.34,26.52,7.329,183.22,0.001416,0.000487,0.005373,0.007185,139.19,0.10157,0.60935,0.71204,straight,gentle
MVI_40241,308,91,2091,2181,414.46,411.31,0.9924,20.78,98.04,3.368,84.2,0.009978,0.004095,0.029985,0.046557,21.48,0.25914,1.62807,2.84304,curved,gentle
MVI_40241,309,81,2116,2196,433.38,431.49,0.9956,20.54,48.26,3.885,97.11,0.005066,0.001851,0.012379,0.033859,29.53,0.26625,0.65634,1.2285,curved,gentle
MVI_40241,310,76,2116,2191,679.02,677.85,0.9983,23.71,41.64,6.909,172.72,0.002225,0.000823,0.006534,0.015512,64.47,0.13025,0.68455,1.00574,curved,gentle
MVI_40241,311,66,2141,2206,529.51,529.3,0.9996,3.94,21.09,7.213,180.33,0.001456,0.001171,0.003099,0.003909,255.81,0.19744,0.44232,0.60353,straight,straight
MVI_40241,312,91,2141,2231,468.02,466.6,0.997,0.31,87.66,3.341,83.53,0.008852,0.003454,0.021575,0.042426,23.57,0.46435,1.20505,1.7401,straight,straight
MVI_40241,313,56,2151,2206,538.9,538.5,0.9993,5.01,17.42,8.373,209.32,0.000736,0.000653,0.001669,0.002001,499.79,0.15201,0.28426,0.32252,straight,straight
MVI_40241,314,71,2151,2221,567.51,565.66,0.9967,10.77,35.4,5.108,127.71,0.001949,0.000861,0.004591,0.009219,108.47,0.13495,0.48071,1.13258,straight,gentle
MVI_40241,315,76,2161,2236,443.5,441.92,0.9964,3.44,53.52,3.761,94.04,0.004731,0.002176,0.010665,0.033382,29.96,0.19231,0.93317,1.27513,straight,straight
MVI_40241,316,76,2166,2241,404.17,402.7,0.9964,12.51,50.36,3.599,89.98,0.005289,0.002564,0.013858,0.022267,44.91,0.24012,0.8217,1.77717,straight,gentle
MVI_40241,317,61,2176,2236,526.66,526.48,0.9997,3.02,18.15,7.272,181.81,0.001094,0.0008,0.002561,0.004793,208.65,0.12762,0.33448,0.5138,straight,straight
MVI_40241,318,81,2186,2266,720.42,719.9,0.9993,5.53,21.24,6.683,167.07,0.00086,0.000409,0.002279,0.003729,268.16,0.13348,0.28106,0.57752,straight,straight
MVI_40241,319,84,2191,2274,646.6,645.1,0.9977,32.23,45.91,6.632,165.8,0.002032,0.000944,0.006339,0.008842,113.09,0.15988,0.65154,1.70847,curved,gentle
MVI_40241,320,81,2196,2276,694.24,692.54,0.9976,2.88,48.52,5.098,127.46,0.004116,0.000947,0.01508,0.025145,39.77,0.23315,0.77099,1.20041,straight,straight
MVI_40241,321,76,2201,2276,531.76,529.99,0.9967,30.56,53.41,4.245,106.14,0.004452,0.001891,0.015578,0.019693,50.78,0.2401,0.76445,0.96542,curved,gentle
MVI_40241,322,76,2206,2281,565.45,564.35,0.9981,14.67,35.08,6.636,165.9,0.001941,0.000746,0.003689,0.016296,61.36,0.1476,0.40308,1.47144,straight,gentle
MVI_40241,323,61,2206,2266,548.53,548.24,0.9995,12.13,19.24,8.367,209.16,0.0009,0.000474,0.002768,0.003707,269.73,0.10772,0.33982,0.48692,straight,gentle
MVI_40241,324,84,2211,2294,704.79,703.51,0.9982,2.32,35.58,6.461,161.53,0.002078,0.00096,0.00451,0.015076,66.33,0.18861,0.50477,0.82649,straight,straight
MVI_40241,325,86,2216,2301,655.73,654.68,0.9984,3.08,37.01,6.396,159.91,0.001458,0.000795,0.003835,0.007254,137.85,0.12235,0.57465,1.57715,straight,straight
MVI_40241,326,76,2226,2301,565.98,564.55,0.9975,16.98,50.41,4.798,119.96,0.003541,0.002108,0.009596,0.018843,53.07,0.22877,0.71019,1.27803,straight,gentle
MVI_40241,327,66,2246,2311,408.26,406.6,0.9959,26.22,41.85,4.116,102.9,0.004097,0.001335,0.013977,0.014789,67.62,0.18795,0.68864,1.24756,curved,gentle
MVI_40241,328,71,2246,2316,710.25,707.72,0.9964,21.02,53.79,6.176,154.4,0.0038,0.001018,0.01553,0.02237,44.7,0.18551,1.07703,1.37881,curved,gentle
MVI_40241,329,75,2246,2320,556.33,556.13,0.9996,1.08,20.87,6.21,155.24,0.00121,0.00075,0.003034,0.005261,190.06,0.13847,0.32211,0.42921,straight,straight
MVI_40241,330,70,2251,2320,328.6,328.32,0.9991,15.63,37.48,4.078,101.95,0.004326,0.002034,0.010818,0.027085,36.92,0.15883,0.8158,1.22201,straight,gentle
MVI_40241,331,60,2261,2320,528.13,525.82,0.9956,12.28,40.2,6.201,155.03,0.002809,0.001474,0.006673,0.020614,48.51,0.23182,0.89541,1.06922,straight,gentle
MVI_40241,332,60,2261,2320,411.83,411.04,0.9981,23.71,36.22,5.37,134.26,0.002483,0.001485,0.006938,0.013506,74.04,0.23275,0.63352,1.44085,curved,gentle
MVI_40241,333,38,2283,2320,581.33,577.52,0.9934,18.36,29.96,14.184,354.6,0.000886,0.000439,0.002099,0.002465,405.64,0.16698,1.33623,1.35272,straight,gentle
MVI_40241,334,35,2286,2320,130.03,129.73,0.9977,11.49,30.4,3.817,95.42,0.005574,0.002669,0.017964,0.022613,44.22,0.24905,1.26329,1.47303,straight,gentle
MVI_40241,335,35,2286,2320,101.46,101.09,0.9964,3.33,30.21,2.776,69.4,0.006918,0.003237,0.019457,0.024859,40.23,0.29594,1.26717,1.60666,straight,straight
MVI_40241,336,20,2301,2320,243.49,242.65,0.9965,9.2,23.44,12.809,320.22,0.002068,0.00196,0.003366,0.004091,244.42,0.64745,0.94416,1.14531,straight,straight
MVI_40241,337,15,2306,2320,270.82,270.35,0.9983,12.4,12.4,19.649,491.22,0.000903,0.000966,0.001391,0.00148,675.82,0.41429,0.63756,0.68664,straight,gentle
MVI_40241,338,5,2316,2320,13.19,13.19,1.0,0.03,0.03,3.298,82.46,4.5e-05,4.5e-05,4.5e-05,4.5e-05,22374.61,0.00368,0.00368,0.00368,unknown,unknown
MVI_40243,1,11,1,11,129.92,129.61,0.9976,16.24,16.24,12.961,324.02,0.003021,0.001746,0.006669,0.010306,97.03,0.56587,1.38246,1.84788,unknown,unknown
MVI_40243,2,16,1,16,255.23,254.93,0.9988,9.62,15.03,16.978,424.44,0.001542,0.000725,0.003857,0.007403,135.08,0.28331,1.11484,1.72977,straight,straight
MVI_40243,3,16,1,16,277.48,277.31,0.9994,6.3,6.35,18.795,469.87,0.000381,0.00031,0.000877,0.001032,969.26,0.16098,0.4115,0.45886,straight,straight
MVI_40243,4,41,1,41,376.3,376.22,0.9998,5.23,10.23,9.213,230.33,0.000651,0.000329,0.002179,0.003323,300.94,0.08409,0.36445,0.4829,straight,straight
MVI_40243,5,11,1,11,25.62,25.6,0.9991,8.35,8.35,2.56,64.01,0.005726,0.005672,0.006755,0.007054,141.76,0.36305,0.40789,0.41986,unknown,unknown
MVI_40243,6,51,1,51,316.15,315.86,0.9991,6.44,23.5,4.999,124.96,0.00208,0.001493,0.004216,0.008142,122.82,0.2329,0.35827,0.59593,straight,straight
MVI_40243,7,56,1,56,515.27,512.73,0.9951,16.27,30.94,6.701,167.51,0.00135,0.001107,0.002853,0.003714,269.25,0.18272,0.78702,0.91824,straight,gentle
MVI_40243,8,71,11,81,650.42,649.8,0.999,16.12,34.4,7.592,189.8,0.001627,0.000902,0.004178,0.00695,143.89,0.183,0.49615,0.88345,straight,gentle
MVI_40243,9,61,11,71,555.53,554.78,0.9986,19.46,27.29,8.234,205.84,0.001301,0.000651,0.003918,0.007413,134.9,0.11792,0.60136,0.73236,straight,gentle
MVI_40243,10,61,16,76,611.1,610.65,0.9993,13.33,20.2,8.964,224.09,0.000795,0.000467,0.001679,0.006811,146.82,0.10739,0.31366,1.51531,straight,gentle
MVI_40243,11,56,31,86,617.89,616.04,0.997,24.76,30.58,8.297,207.42,0.001562,0.000554,0.005403,0.010371,96.42,0.11431,0.7543,0.9267,curved,gentle
MVI_40243,12,56,36,91,512.43,510.31,0.9959,24.46,32.64,6.565,164.13,0.001772,0.000556,0.005434,0.008664,115.43,0.10733,0.92311,1.28963,curved,gentle
MVI_40243,13,56,41,96,562.24,561.79,0.9992,2.54,27.77,8.761,219.02,0.001781,0.000542,0.006794,0.008566,116.74,0.19433,0.80894,0.93118,straight,straight
MVI_40243,14,66,46,111,622.97,622.6,0.9994,2.28,22.13,7.921,198.03,0.001129,0.000641,0.003071,0.004529,220.8,0.1485,0.40046,0.50585,straight,straight
MVI_40243,15,56,51,106,470.2,469.49,0.9985,18.78,26.11,8.165,204.13,0.001254,0.000799,0.003372,0.004955,201.83,0.16945,0.54288,0.80603,straight,gentle
MVI_40243,16,51,51,101,506.98,506.37,0.9988,11.13,18.5,9.109,227.72,0.000689,0.000613,0.001262,0.001398,715.4,0.13653,0.50992,0.55301,straight,gentle
MVI_40243,17,56,66,121,569.88,569.6,0.9995,3.93,15.16,9.559,238.99,0.000777,0.000429,0.001925,0.003181,314.36,0.1245,0.28295,0.45481,straight,straight
MVI_40243,18,66,76,141,645.56,644.84,0.9989,9.8,38.52,8.671,216.78,0.002103,0.000563,0.006947,0.00941,106.27,0.13141,0.78128,1.86623,straight,straight
MVI_40243,19,56,76,131,474.45,474.24,0.9995,6.62,9.0,7.912,197.79,0.000504,0.000199,0.001387,0.001767,565.92,0.05174,0.17083,0.23957,straight,straight
MVI_40243,20,46,81,126,368.61,368.21,0.9989,12.78,18.18,5.968,149.19,0.00191,0.001076,0.005891,0.009582,104.36,0.18266,0.41004,0.56729,straight,gentle
MVI_40243,21,56,96,151,533.43,533.24,0.9996,9.45,17.41,9.101,227.52,0.000776,0.000502,0.001686,0.003275,305.38,0.13691,0.29306,0.74267,straight,straight
MVI_40243,22,46,101,146,385.26,384.56,0.9982,7.69,21.96,6.321,158.02,0.001173,0.000999,0.002803,0.003323,300.97,0.11439,0.73587,0.78907,straight,straight
MVI_40243,23,51,106,156,348.26,345.58,0.9923,53.5,61.39,5.015,125.37,0.007987,0.000942,0.040091,0.051352,19.47,0.16589,2.66474,3.14289,curved,sharp
MVI_40243,24,61,106,166,576.2,575.39,0.9986,12.49,23.5,8.658,216.45,0.000767,0.000509,0.001581,0.002903,344.46,0.12694,0.45506,0.89907,straight,gentle
MVI_40243,25,66,126,191,657.62,656.34,0.9981,23.31,36.41,8.542,213.56,0.001383,0.000687,0.003414,0.007739,129.22,0.17986,0.57477,2.09414,curved,gentle
MVI_40243,26,61,131,191,518.82,518.5,0.9994,11.88,15.14,7.911,197.77,0.000587,0.000413,0.001257,0.002305,433.76,0.07608,0.28424,0.63305,straight,gentle
MVI_40243,27,51,131,181,586.53,585.23,0.9978,16.09,31.55,8.372,209.3,0.001882,0.001072,0.004755,0.009296,107.58,0.24392,0.71342,0.85791,straight,gentle
MVI_40243,28,66,136,201,590.92,590.36,0.999,17.12,25.05,8.061,201.53,0.001116,0.000688,0.003278,0.004224,236.77,0.14405,0.3537,1.01261,straight,gentle
MVI_40243,29,51,141,191,403.4,401.82,0.9961,13.14,35.79,6.25,156.24,0.002429,0.00083,0.007254,0.015806,63.27,0.15678,0.94531,1.80035,straight,gentle
MVI_40243,30,51,161,211,367.16,367.08,0.9998,1.49,13.09,5.176,129.4,0.001321,0.000615,0.00361,0.004928,202.91,0.14266,0.24062,0.30162,straight,straight
MVI_40243,31,66,166,231,674.82,674.16,0.999,1.21,27.68,9.5,237.51,0.000965,0.000797,0.002182,0.003469,288.31,0.16591,0.48762,1.02046,straight,straight
MVI_40243,32,66,176,241,532.95,532.87,0.9998,6.79,13.45,7.484,187.1,0.000691,0.00038,0.001554,0.004106,243.52,0.08649,0.2183,0.55007,straight,straight
MVI_40243,33,66,181,246,566.78,566.42,0.9994,13.1,33.13,7.664,191.6,0.00198,0.000717,0.005682,0.009215,108.52,0.20651,0.57062,0.86948,straight,gentle
MVI_40243,34,71,181,251,528.41,524.88,0.9933,24.98,60.14,5.205,130.13,0.002946,0.00273,0.00623,0.011118,89.94,0.25989,0.89254,2.31251,curved,gentle
MVI_40243,35,51,186,236,580.13,579.66,0.9992,11.6,26.32,8.416,210.4,0.001872,0.000663,0.007119,0.009085,110.08,0.20909,0.67994,0.81669,straight,gentle
MVI_40243,36,71,201,271,601.71,601.07,0.9989,6.91,29.8,7.506,187.64,0.001288,0.000858,0.002735,0.004439,225.27,0.22358,0.37357,0.64874,straight,straight
MVI_40243,37,56,206,261,608.06,606.76,0.9979,20.0,38.71,7.762,194.06,0.002568,0.000847,0.008652,0.016853,59.34,0.25003,0.68607,1.08277,curved,gentle
MVI_40243,38,61,231,291,397.41,395.59,0.9954,18.58,65.87,4.545,113.61,0.009867,0.001413,0.026537,0.141249,7.08,0.18066,1.83609,3.0759,straight,gentle
MVI_40243,39,51,236,286,424.21,423.2,0.9976,8.51,28.6,5.939,148.48,0.001731,0.001488,0.003392,0.004577,218.47,0.22688,0.72368,0.74462,straight,straight
MVI_40243,40,71,251,321,502.22,500.28,0.9961,7.07,50.15,4.948,123.69,0.004386,0.001544,0.011436,0.032386,30.88,0.2777,1.01287,1.25664,straight,straight
MVI_40243,41,51,251,301,500.87,500.72,0.9997,4.5,7.39,9.059,226.47,0.000279,0.000265,0.000491,0.000745,1343.06,0.06178,0.1262,0.16673,straight,straight
MVI_40243,42,66,261,326,633.84,633.55,0.9995,11.15,23.11,7.839,195.99,0.001313,0.00069,0.003193,0.008968,111.51,0.15666,0.39881,0.73195,straight,gentle
MVI_40243,43,36,261,296,457.94,457.8,0.9997,2.28,12.87,12.584,314.6,0.000679,0.00042,0.001606,0.002005,498.83,0.14631,0.37793,0.60338,straight,straight
MVI_40243,44,66,286,351,593.63,593.32,0.9995,11.14,15.57,8.166,204.16,0.000647,0.000333,0.001627,0.003741,267.33,0.06271,0.26145,0.78504,straight,gentle
MVI_40243,45,56,291,346,494.9,494.62,0.9994,5.83,21.19,8.454,211.36,0.001031,0.000511,0.002759,0.006398,156.3,0.11967,0.39128,1.23065,straight,straight
MVI_40243,46,91,301,391,449.68,435.38,0.9682,16.05,143.57,4.56,113.99,0.0103,0.003561,0.023637,0.077617,12.88,0.30989,2.43689,3.09267,curved,gentle
MVI_40243,47,71,311,381,551.36,550.92,0.9992,9.86,36.63,7.353,183.83,0.001733,0.00107,0.004431,0.008387,119.24,0.20501,0.51319,1.30414,straight,straight
MVI_40243,48,51,316,366,493.03,489.16,0.9921,0.35,64.74,7.699,192.48,0.005367,0.001882,0.020904,0.04035,24.78,0.38783,1.6454,2.55084,straight,straight
MVI_40243,49,71,321,391,617.78,607.11,0.9827,14.18,77.79,6.946,173.65,0.003898,0.001857,0.008789,0.023037,43.41,0.45234,1.46986,2.27034,straight,gentle
MVI_40243,50,71,321,391,657.93,655.09,0.9957,13.17,34.11,6.337,158.42,0.001136,0.000668,0.002926,0.006021,166.08,0.1008,0.53193,1.23599,straight,gentle
MVI_40243,51,66,331,396,672.43,671.24,0.9982,11.96,31.39,8.905,222.64,0.00157,0.000701,0.005059,0.006586,151.83,0.2001,0.50848,0.76817,straight,gentle
MVI_40243,52,61,341,401,534.36,534.17,0.9996,1.71,18.82,7.983,199.57,0.000982,0.001034,0.00173,0.002601,384.47,0.1822,0.31869,0.43994,straight,straight
MVI_40243,53,66,296,361,678.94,677.26,0.9975,6.95,23.64,9.197,229.92,0.000808,0.000761,0.00146,0.002007,498.18,0.16254,0.3655,0.556,straight,straight
MVI_40243,54,61,346,406,607.66,607.37,0.9995,12.75,20.52,9.022,225.56,0.000876,0.000545,0.002085,0.004836,206.77,0.10086,0.34979,1.15352,straight,gentle
MVI_40243,55,66,366,431,536.96,532.49,0.9917,43.4,51.92,6.146,153.64,0.002638,0.00074,0.008492,0.015542,64.34,0.14682,1.2908,2.62977,curved,gentle
MVI_40243,56,71,366,436,416.02,414.89,0.9973,33.24,48.84,4.318,107.95,0.003813,0.001546,0.012607,0.019734,50.67,0.2156,0.67734,2.68529,curved,gentle
MVI_40243,57,51,371,421,377.32,376.01,0.9965,1.2,42.82,5.817,145.44,0.004537,0.001386,0.017299,0.024054,41.57,0.23088,1.56311,2.1176,straight,straight
